Organization ID,Organization Interest
233761,"Gender & Sexuality, Women, Intersections of Identity, Community Service, Fun!, Service - Retention, Service - Community Involvement"
123133,"Advocacy, Community Service, Entrepreneurial, Fundraising & Philanthropy, Social Activism, Undergraduate Student Oriented, Women"
122865,"Health & Wellness, Service - Community Involvement, Service - Outreach"
92017,"Community Service, Social Activism, Fundraising & Philanthropy, Service - Outreach, Service - Community Involvement, Sustainability, Environmental, Mixed Students, Educational, Leadership"
92018,"Community Service, Business, Cultural, Democracy, Professional Development, Social Activism, Sustainability, Travel"
158348,"Academic, Academic - Research, Graduate Student Oriented, Law, Professional Development"
46138,"Community Service, Educational, Fundraising & Philanthropy, Health & Wellness, Latina/Latino, Leadership, Medical, Service - Outreach, Service - Community Involvement, Social Activism, Social, Sustainability, Advocacy, Cultural"
91811,"Academic - Pre-Professional, Academic, Professional Development, Undergraduate Student Oriented, Business, Career Planning"
218501,"Service - Community Involvement, Service - Outreach, Self Improvement, Professional Development, Leadership"
143054,"Service - Outreach, Service - Community Involvement, Professional Development, Medical, Leadership, Graduate Student Oriented, Undergraduate Student Oriented, Faith, Religion & Spiritual"
46249,"Community Service, Educational, Medical"
91349,"Advocacy, Community Service, Educational, Entrepreneurial, Leadership, Service - Outreach, Social Activism, Sustainability"
135418,"Advocacy, Community Service, Health & Wellness, Leadership, Service - Community Involvement, Academic - Research"
91455,"Community Service, Educational, Environmental, Environmental Groups, Ethnic, Fundraising & Philanthropy, International Students, Latina/Latino, Leadership, Multicultural, Recreation, Service - Community Involvement, Service - Outreach, Social Activism, Sustainability, Travel, Advocacy"
157885,"Advocacy, Academic - Research, Arts - Multimedia, Community Service, Democracy, Educational, Environmental, Engineering, Fundraising & Philanthropy, Health & Wellness, Intersections of Identity, Non-Partisan Political, Political, Service - Outreach, Social Activism, Social, Sustainability, Travel, Leadership, Media, Medical, Multicultural, Undergraduate Student Oriented"
91901,"Disability & Ability, Social, Health & Wellness, Fun!, Social Activism"
91283,"Recreation, Self Improvement, Fun!"
91410,"Academic, Advocacy, Educational, Faculty/Staff, Leadership, Undergraduate Student Oriented"
91571,"Academic, Cal Spirit/Booster, Career Planning, Community Service, Cultural, Faith, Religion & Spiritual, Gender & Sexuality, Gender and Lesbian, Gay, Bisexual and Transgender Groups, Health & Wellness, Intersections of Identity, Leadership, Professional Development, Sports, Service - Outreach, Service - Community Involvement, Greek Life - Sororities, Greek Life - Fraternities, Greek Life - CoEd, Fundraising & Philanthropy, Academic - Research, Academic - Pre-Professional"
46628,"Cultural, Martial Arts, Recreation"
117497,"Film, Media, Professional Development, Undergraduate Student Oriented, Academic, Arts, Academic - Honor Society, Academic - Pre-Professional, Arts - Multimedia, Arts - Fine Art, Arts - Performance, Arts - Visual Art, Academic - Department, Entrepreneurial, Fun!, Leadership, Publications, Self Improvement, Social, Travel, Technology, Women, Career Planning, Cultural, Educational, Fundraising & Philanthropy"
157900,"Arts - Music, Arts - Performance, Business, Career Planning, Cal Spirit/Booster, Fun!, Professional Development, Community Service"
91836,"Arts - Dance, Cultural, Fun!, Graduate Assembly Affiliated, Social"
166396,"Advocacy, Arts, Arts - Performance, Intersections of Identity, Leadership, Theater, Women, Undergraduate Student Oriented"
144724,"Academic, Engineering, Entrepreneurial, Leadership, Technology, Career Planning, Business"
91866,"Technology, Social, Fun!, Engineering, Educational, Academic - Pre-Professional"
73025,"Academic, Advocacy, Business, Educational, Environmental, Graduate Student Oriented, Health & Wellness, Law, Political, Social, Sustainability, Social Activism, Self Improvement, Professional Development, Fun!"
46325,"Academic - Department, Graduate Assembly Affiliated, Social, Cultural, Undergraduate Student Oriented, Graduate Student Oriented"
221256,Academic - Department
46326,"Academic, Academic - Research, Career Planning, Educational, Graduate Student Oriented, Social"
92096,"Academic, Academic - Department, Academic - Research"
46005,"Academic, Graduate Assembly Affiliated, Graduate Student Oriented, Professional Development"
82714,"Academic - Department, Graduate Student Oriented, Graduate Assembly Affiliated"
46646,"Film, Graduate Student Oriented, Media"
46476,"Academic - Department, Graduate Assembly Affiliated, Graduate Student Oriented"
115758,"Academic - Pre-Professional, Academic, Service - Outreach"
46577,"Academic, Academic - Research, Academic - Pre-Professional, Graduate Student Oriented, Social"
159800,"Academic, Academic - Department, Educational, Graduate Student Oriented, Professional Development, Social"
165072,"Graduate Student Oriented, Student Government - Graduate Assembly (GA)"
46278,"Social, Student Government - Graduate Assembly (GA), Fun!"
46640,"Academic - Department, Academic, Graduate Student Oriented"
46445,"Academic - Research, Journals, Educational, Publications, Graduate Student Oriented"
58730,"Chicana/Chicano, Cultural, Gender & Sexuality, Graduate Student Oriented, Latina/Latino, Political, Service - Community Involvement, Social"
157721,"Academic, Environmental, Graduate Student Oriented, Outdoors, Travel, Academic - Department"
92061,"Academic - Department, Academic - Research, Graduate Assembly Affiliated, Professional Development, Social"
46331,"Academic, Career Planning, Graduate Assembly Affiliated, Graduate Student Oriented, Social, Women"
78452,"Community Service, Fundraising & Philanthropy, Service - Community Involvement, Service - Outreach, Service - Retention"
91290,"Fitness, Greek Life - CoEd, Greek Life - Fraternities, Greek Life - Sororities, Health & Wellness"
137582,"Faith, Religion & Spiritual, Greek Life - Fraternities, Greek Life - Sororities, Greek Life - CoEd, Social, Service - Community Involvement"
58732,"Educational, Environmental, Environmental Groups, Graduate Student Oriented, Sustainability"
159494,"Women, Transfer Students, Sustainability, Students with Dependents, Student Government - Graduate Assembly (GA), Student Government - ASUC, Undergraduate Student Oriented, Veterans, Social Activism, Social, Service - Outreach, Service - Community Involvement, Self Improvement, Politically Affiliated, Political, Out-of-State Students, Native American, Multicultural, Mixed Students, Military & Veterans, Men, LGBTQI, Leadership, Latina/Latino, Intersections of Identity, International Students, Gender and Lesbian, Gay, Bisexual and Transgender Groups, Gender & Sexuality, Environmental Groups, Environmental, Disability & Ability, Democracy, Cultural, Community Service, Chicana/Chicano, Asian Pacific Islander, African American, Advocacy"
91681,"Business, Educational, Entrepreneurial"
46250,"Environmental, Environmental Groups, Fun!, Greek Life - CoEd, Greek Life - Fraternities, Greek Life - Sororities, Health & Wellness, Leadership, Multicultural, Outdoors, Professional Development, Service - Outreach, Service - Community Involvement, Sustainability, Technology"
91871,"Environmental, Graduate Student Oriented, Journals"
238020,"Arts, Arts - Dance, Arts - Performance, Media, Theater"
46400,Environmental Groups
144239,"Arts - Music, Fun!, Social, Educational"
221511,"Graduate Student Oriented, Academic - Research, Advocacy, Educational, Law"
45963,"Academic - Department, Academic - Pre-Professional, Business, Entrepreneurial, Transfer Students, Undergraduate Student Oriented, Leadership"
46300,"Business, African American, Career Planning"
123010,"Academic, Academic - Department, Technology, Entrepreneurial, Engineering"
56670,"Engineering, Entrepreneurial, Fun!, Technology"
91872,"Media, Publications"
159783,"Service - Outreach, Service - Community Involvement, Fundraising & Philanthropy, Faith, Religion & Spiritual, Community Service"
164114,"Women, Social Activism, Service - Outreach, Service - Community Involvement, Non-Partisan Political, Leadership, Health & Wellness, Gender and Lesbian, Gay, Bisexual and Transgender Groups, Community Service, Career Planning"
46172,"Asian Pacific Islander, Social Activism, Publications, Intersections of Identity"
92101,"Faith, Religion & Spiritual"
91954,"Advocacy, Community Service, Educational, Health & Wellness, Law, Leadership, Multicultural, Professional Development, Service - Community Involvement, Social Activism, Undergraduate Student Oriented"
46139,"Academic, Academic - Pre-Professional, Educational, Health & Wellness, Leadership, Professional Development"
219817,"Health & Wellness, Advocacy"
158528,"Advocacy, Community Service, Educational, Health & Wellness, Medical, Service - Community Involvement, Service - Outreach"
91274,"Sports, Service - Outreach, Service - Community Involvement, Self Improvement - Exercise, Medical, Leadership, Health & Wellness, Fitness, Educational, Community Service, Advocacy, Academic"
91519,"Academic, Educational, Engineering, Entrepreneurial, Medical, Technology"
92166,"Academic, Advocacy, Educational, Graduate Assembly Affiliated, Graduate Student Oriented, Health & Wellness"
92171,"Advocacy, Community Service, Disability & Ability, Health & Wellness, Law, Medical, Professional Development, Service - Community Involvement, Service - Outreach, Social Activism"
117509,"Health & Wellness, Medical, Undergraduate Student Oriented, Community Service, Advocacy"
221241,"Professional Development, Academic - Pre-Professional, Business, Career Planning, Academic, Entrepreneurial, Leadership"
147588,"Academic, Community Service, Educational, Health & Wellness, Leadership, Media, Medical"
46567,Self Improvement - Meditation
91760,"Health & Wellness, Self Improvement - Meditation"
218810,"Business, Career Planning, Educational, Health & Wellness, Medical, Professional Development, Service - Outreach"
46334,"Academic, Ethnic, Social"
92020,"Ethnic, Health & Wellness, Medical, Service - Community Involvement, Service - Outreach"
91522,"Women, Self Improvement, Publications, Journals, Entrepreneurial, Arts - Multimedia"
46141,"Chicana/Chicano, Cultural, Community Service, Academic, Ethnic, Latina/Latino, Social, Women, Transfer Students, Service - Community Involvement, Fun!, Leadership, Multicultural, Educational"
